src_ip,dst_ip,src_port,dst_port,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
245.234.7.161,187.131.210.228,57824,80,2023/12/22 18:01,1937993,2734.788,40.24782339,16.51192755,23.73589585,32,46,2252,3048,86,66,70.375,7.304750167,78,66,66.26086957,1.749966243,86,66,67.94871795,5.27183478,27.79224195,640,920,20,0,25168.74026,564863,1,72284.0332,1937993,579238,1,62515.90323,109581.7452,1765820,566525,12,39240.44444,92270.50214,0,0,0,0,1,0,0,0,0,0,0,1.4375,67.94871795,65535,65129,183035,2497,73642.73333,51493.84034,564862,29942,97912.35294,125236.1812,0,0,0,0,0,0,70.375,66.26086957,0,32,46,2252,3048
245.234.7.161,170.66.238.4,57750,33673,2023/12/22 18:01,90057907,43.23884631,0.655134035,0.333119001,0.322015034,30,29,1980,1914,66,66,66,0,66,66,66,0,66,66,66,0,0,600,580,20,0,1552722.534,29813362,2,5573748.399,89871601,30124021,2,3099020.724,7651995.245,89826107,29813362,44492,3208075.25,7692869.707,0,0,0,0,1,0,0,0,0,0,0,0.966666667,66,33297,64131,29812980,309,4630140.316,8985259.224,29592640,146702,3673264.75,8136132.935,0,0,0,0,0,0,66,66,0,30,29,1980,1914
245.234.7.160,46.106.34.183,15374,11328,2023/12/22 18:01,541857,465.0673517,11.07303218,5.536516092,5.536516092,3,3,126,126,42,42,42,0,42,42,42,0,42,42,42,0,0,24,24,8,0,108371.4,541857,0,216742.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,3,3,126,126
245.234.7.160,108.190.43.40,15374,6046,2023/12/22 18:01,6036205,20.87404255,0.497001013,0.497001013,0,3,0,126,0,42,42,42,0,0,0,0,0,42,42,42,0,0,24,0,8,0,3018102.5,4005597,2030608,987494.5,6036205,4005597,2030608,3018102.5,987494.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2030608,1974989,2002798.5,27809.5,0,0,0,0,0,0,42,0,0,3,0,126,0
245.234.7.160,179.30.22.91,15374,6742,2023/12/22 18:01,198052,2120.655181,50.49179003,25.24589502,25.24589502,5,5,210,210,42,42,42,0,42,42,42,0,42,42,42,0,0,40,40,8,0,22005.77778,198052,0,62241.73877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,5,5,210,210
245.234.7.160,107.33.47.183,15374,37413,2023/12/22 18:01,23231,14463.43248,344.3674401,172.18372,172.18372,4,4,168,168,42,42,42,0,42,42,42,0,42,42,42,0,0,32,32,8,0,3318.714286,23231,0,8129.156602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,4,4,168,168
245.234.7.160,108.188.8.193,15374,23828,2023/12/22 18:01,6036202,83.49621169,1.98800504,1.98800504,0,12,0,504,0,42,42,42,0,0,0,0,0,42,42,42,0,0,96,0,8,0,548745.6364,4005597,0,1237880.317,6036202,4005597,0,548745.6364,1237880.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,4005597,2030605,3018101,987496,0,0,0,0,0,0,42,0,0,12,0,504,0
245.234.7.160,174.73.212.71,15374,1369,2023/12/22 18:01,68901,1219.140506,29.0271549,14.51357745,14.51357745,1,1,42,42,42,42,42,0,42,42,42,0,42,42,42,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,1,1,42,42
245.234.7.160,173.32.149.129,15374,64637,2023/12/22 18:01,575966,437.5258262,10.41728158,5.208640788,5.208640788,3,3,126,126,42,42,42,0,42,42,42,0,42,42,42,0,0,24,24,8,0,115193.2,575966,0,230386.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,3,3,126,126
245.234.7.160,108.207.150.91,15374,17260,2023/12/22 18:01,6035791,83.50189727,1.988140411,1.988140411,0,12,0,504,0,42,42,42,0,0,0,0,0,42,42,42,0,0,96,0,8,0,548708.2727,4005598,0,1237835.74,6035791,4005598,0,548708.2727,1237835.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,4005598,2030193,3017895.5,987702.5,0,0,0,0,0,0,42,0,0,12,0,504,0
245.234.7.160,179.160.79.55,15374,47163,2023/12/22 18:01,165964,506.1338604,12.0508062,6.025403099,6.025403099,1,1,42,42,42,42,42,0,42,42,42,0,42,42,42,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,1,1,42,42
245.234.7.160,166.173.13.3,15374,37172,2023/12/22 18:01,46186,5456.198848,129.9094964,64.95474819,64.95474819,3,3,126,126,42,42,42,0,42,42,42,0,42,42,42,0,0,24,24,8,0,9237.2,46186,0,18474.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,3,3,126,126
245.234.7.161,174.164.57.73,37779,19646,2023/12/22 18:01,83079,1011.085834,24.07347224,12.03673612,12.03673612,1,1,42,42,42,42,42,0,42,42,42,0,42,42,42,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,1,1,42,42
245.234.7.161,119.112.68.241,37779,59273,2023/12/22 18:01,141491,1187.354673,28.27034935,14.13517468,14.13517468,2,2,84,84,42,42,42,0,42,42,42,0,42,42,42,0,0,16,16,8,0,47163.66667,141491,0,66699.49705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,2,2,84,84
245.234.7.161,174.252.42.43,37779,30697,2023/12/22 18:01,352937,1190.014082,28.33366862,14.16683431,14.16683431,5,5,210,210,42,42,42,0,42,42,42,0,42,42,42,0,0,40,40,8,0,39215.22222,352937,0,110917.3982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,5,5,210,210
245.234.7.161,160.83.178.29,37779,50462,2023/12/22 18:01,6031791,20.88931795,0.497364713,0.497364713,0,3,0,126,0,42,42,42,0,0,0,0,0,42,42,42,0,0,24,0,8,0,3015895.5,4022792,2008999,1006896.5,6031791,4022792,2008999,3015895.5,1006896.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2013793,2008999,2011396,2397,0,0,0,0,0,0,42,0,0,3,0,126,0
245.234.7.161,168.244.185.212,37779,21236,2023/12/22 18:01,6032136,62.66436964,1.492008801,1.492008801,0,9,0,378,0,42,42,42,0,0,0,0,0,42,42,42,0,0,72,0,8,0,754017,4022746,0,1399633.901,6032136,4022746,0,754017,1399633.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,4022746,2009390,3016068,1006678,0,0,0,0,0,0,42,0,0,9,0,378,0
245.234.7.161,39.141.20.53,37779,8080,2023/12/22 18:01,6032428,20.88711212,0.497312193,0.497312193,0,3,0,126,0,42,42,42,0,0,0,0,0,42,42,42,0,0,24,0,8,0,3016214,4023047,2009381,1006833,6032428,4023047,2009381,3016214,1006833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2013666,2009381,2011523.5,2142.5,0,0,0,0,0,0,42,0,0,3,0,126,0
245.234.7.161,46.30.21.167,57654,80,2023/12/22 18:01,7268,27242.70776,412.7682994,275.1788663,137.5894331,2,1,132,66,66,66,66,0,66,66,66,0,66,66,66,0,0,40,20,20,0,3634,5943,1325,2309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,66,33304,6142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,2,1,132,66
245.234.7.161,46.30.21.167,57655,80,2023/12/22 18:01,8478,23354.56476,353.8570418,235.9046945,117.9523473,2,1,132,66,66,66,66,0,66,66,66,0,66,66,66,0,0,40,20,20,0,4239,5920,2558,1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,66,33304,6968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,2,1,132,66
245.234.7.161,127.84.1.254,37779,26873,2023/12/22 18:01,13092,19248.39597,458.2951421,229.147571,229.147571,3,3,126,126,42,42,42,0,42,42,42,0,42,42,42,0,0,24,24,8,0,2618.4,13092,0,5236.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,3,3,126,126
245.234.7.161,167.11.186.127,37779,45002,2023/12/22 18:01,76791,1093.878189,26.04471878,13.02235939,13.02235939,1,1,42,42,42,42,42,0,42,42,42,0,42,42,42,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,1,1,42,42
245.234.7.161,172.152.70.33,37779,9054,2023/12/22 18:01,31987,10504.26736,250.1016038,125.0508019,125.0508019,4,4,168,168,42,42,42,0,42,42,42,0,42,42,42,0,0,32,32,8,0,4569.571429,31987,0,11193.11834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,4,4,168,168
245.234.7.145,173.237.150.131,2509,19750,2023/12/22 18:02,3759257,176.630648,3.192120145,1.862070085,1.33005006,7,5,386,278,62,54,55.14285714,2.799416849,62,54,55.6,3.2,62,54,55.33333333,2.98142397,8.888888889,140,100,20,0,341750.6364,809768,0,351163.2399,3054016,962003,0,509002.6667,373409.3244,3057953,1458991,14,764488.25,517065.4456,0,0,0,0,1,0,0,0,0,0,0,0.714285714,55.33333333,65535,0,753505,636417,687189.25,44872.77277,809766,484427,690799.6,110419.9732,0,0,0,0,0,0,55.14285714,55.6,0,7,5,386,278
245.234.7.180,40.170.249.28,60225,443,2023/12/22 18:02,77100,11335.92737,168.612192,90.79118029,77.82101167,7,6,470,404,74,66,67.14285714,2.799416849,74,66,67.33333333,2.98142397,74,66,67.23076923,2.886409698,8.331360947,140,120,20,0,6425,20230,17,8424.375704,77100,33522,369,12850,12751.31446,56432,21162,17,11286.4,9230.480347,0,0,0,0,1,0,0,0,0,0,0,0.857142857,67.23076923,5840,25,19861,19182,19521.5,339.5,19926,16402,18604.66667,1567.844664,0,0,0,0,0,0,67.14285714,67.33333333,0,7,6,470,404
245.234.7.126,40.170.249.182,52732,80,2023/12/22 18:02,32027,6182.283698,93.67096512,62.44731008,31.22365504,2,1,132,66,66,66,66,0,66,66,66,0,66,66,66,0,0,40,20,20,0,16013.5,31564,463,15550.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,66,33323,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,2,1,132,66
245.234.7.181,221.125.252.126,60171,465,2023/12/22 18:02,5679421,427.8605161,6.514748598,3.697560015,2.817188583,21,16,1362,1068,78,54,64.85714286,5.11101252,78,66,66.75,2.90473751,78,54,65.67567568,4.399349178,19.35427319,420,320,20,0,157761.6944,5005667,0,820234.4753,5679421,5005934,0,283971.05,1084129.85,5599543,5005930,11,373302.8667,1238971.885,0,0,0,0,1,0,0,0,0,0,0,0.761904762,65.67567568,65535,49093,5005666,78836,704981.25,1625525.815,5005404,7748,564981.1,1480496.755,0,0,0,0,0,0,64.85714286,66.75,0,21,16,1362,1068
245.234.7.181,221.125.252.126,60172,993,2023/12/22 18:02,6704797,323.0522863,4.921849237,2.833791985,2.088057252,19,14,1230,936,78,54,64.73684211,5.359125078,78,66,66.85714286,3.090472522,78,54,65.63636364,4.656817627,21.68595041,380,280,20,0,209524.9063,4932771,1,866265.7799,6704797,5116537,1,372488.7222,1172415.236,6625176,4932771,12,509628.9231,1307074.491,0,0,0,0,1,0,0,0,0,0,0,0.736842105,65.63636364,65535,49164,4932382,77840,909394.1429,1672483.568,4749394,78909,716799.8889,1453506.144,0,0,0,0,0,0,64.73684211,66.85714286,0,19,14,1230,936
245.234.7.181,40.170.254.181,60173,587,2023/12/22 18:02,538076,4653.617705,70.62199392,40.88641753,29.73557639,22,16,1428,1076,78,54,64.90909091,4.999173485,78,66,67.25,3.381937315,78,54,65.89473684,4.540979918,20.62049861,440,320,20,0,14542.59459,281094,5,46162.93368,538076,338826,5,25622.66667,70998.74308,524469,281094,301,34964.6,67898.51999,0,0,0,0,1,0,0,0,0,0,0,0.727272727,65.89473684,65535,123,280756,7499,42387.3,80394.10963,223931,7270,35929,58656.87369,0,0,0,0,0,0,64.90909091,67.25,0,22,16,1428,1076
245.234.7.181,40.170.254.181,60174,587,2023/12/22 18:02,542458,4616.025572,70.05150629,40.55613522,29.49537107,22,16,1428,1076,78,54,64.90909091,4.999173485,78,66,67.25,3.381937315,78,54,65.89473684,4.540979918,20.62049861,440,320,20,0,14661.02703,281787,1,46286.36578,542458,333769,1,25831.33333,69939.12819,529081,281787,12,35272.06667,68090.42511,0,0,0,0,1,0,0,0,0,0,0,0.727272727,65.89473684,65535,123,281117,8274,43586.8,80272.14063,230419,10188,37970.75,59711.59745,0,0,0,0,0,0,64.90909091,67.25,0,22,16,1428,1076
245.234.7.181,55.77.90.8,60176,993,2023/12/22 18:02,2302435,1055.404387,16.06994334,9.555101447,6.514841896,22,15,1428,1002,78,54,64.90909091,4.999173485,78,66,66.8,2.993325909,78,54,65.67567568,4.399349178,19.35427319,440,300,20,0,63956.52778,285345,0,91688.53264,2302435,295335,0,109639.7619,106801.2184,2114007,294715,13,151000.5,101760.2692,0,0,0,0,1,0,0,0,0,0,0,0.681818182,65.67567568,65535,33304,284795,185359,197929.2,29131.00735,276579,8162,166659.8462,63525.55977,0,0,0,0,0,0,64.90909091,66.8,0,22,15,1428,1002
245.234.7.161,180.144.143.200,37779,54317,2023/12/22 18:02,6049137,41.65883497,0.991877023,0.991877023,0,6,0,252,0,42,42,42,0,0,0,0,0,42,42,42,0,0,48,0,8,0,1209827.4,4042746,0,1615610.62,6049137,4042746,0,1209827.4,1615610.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,4042746,2006391,3024568.5,1018177.5,0,0,0,0,0,0,42,0,0,6,0,252,0
245.234.7.126,187.141.247.221,52776,80,2023/12/22 18:02,435268,1429.004659,25.27178658,13.78461086,11.48717572,6,5,348,274,78,54,58,8.94427191,58,54,54.8,1.6,78,54,56.54545455,6.880322883,47.33884298,120,100,20,0,43526.8,124254,0,55702.69311,311531,124611,0,62306.2,55500.21037,311239,185962,15,77809.75,80674.84962,0,0,0,0,1,0,0,0,0,0,0,0.833333333,56.54545455,65535,6432,124254,123348,123801,453,124029,61769,92834.75,30966.74961,0,0,0,0,0,0,58,54.8,0,6,5,348,274
245.234.7.126,170.215.88.79,52777,80,2023/12/22 18:02,1459022,815.6148434,11.65164062,6.168515622,5.483124997,9,8,654,536,78,66,72.66666667,5.96284794,74,66,67,2.645751311,78,66,70,5.487954725,30.11764706,180,160,20,0,91188.875,1277729,0,306690.4302,1435416,1301952,0,179427,424551.1563,1431602,1277729,14,204514.5714,438292.2283,0,0,0,0,1,0,0,0,0,0,0,0.888888889,70,65535,54,1277285,27082,280889.6,498213.1755,1253950,22246,204007.7143,428668.2273,0,0,0,0,0,0,72.66666667,67,0,9,8,654,536
245.234.7.126,40.170.249.41,52774,80,2023/12/22 18:02,30032897,143.5092992,2.164293375,0.832420529,1.331872846,25,40,1662,2648,78,66,66.48,2.351510153,74,66,66.2,1.2489996,78,66,66.30769231,1.762193362,3.105325444,500,800,20,0,469262.8906,29822680,-27,3698200.811,30032897,29822680,1,1251370.708,5957565.643,30016947,29839666,11,769665.3077,4715798.603,0,0,0,0,1,0,0,0,0,0,0,1.6,66.30769231,65535,14,85130,9192,26882.33333,26275.5794,29822342,9191,3747996.75,9855192.083,0,0,0,0,0,0,66.48,66.2,0,25,40,1662,2648
245.234.7.126,46.172.19.79,52775,80,2023/12/22 18:02,30020053,20.71948374,0.366421738,0.199866403,0.166555336,6,5,348,274,78,54,58,8.94427191,58,54,54.8,1.6,78,54,56.54545455,6.880322883,47.33884298,120,100,20,0,3002005.3,28887836,220,8634955.795,30016831,28887836,2041,6003366.2,11450274.25,30010921,28891487,370,7502730.25,12357108.25,0,0,0,0,1,0,0,0,0,0,0,0.833333333,56.54545455,65535,6432,1112132,8912,560522,551610,28887407,9132,10002960,13360913.68,0,0,0,0,0,0,58,54.8,0,6,5,348,274
245.234.7.168,127.84.1.254,24245,26873,2023/12/22 18:02,18500,4540.540541,108.1081081,54.05405405,54.05405405,1,1,42,42,42,42,42,0,42,42,42,0,42,42,42,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,1,1,42,42
245.234.7.50,40.170.249.45,58039,995,2023/12/22 18:02,819326,2975.616543,45.15906977,23.18979259,21.96927719,19,18,1266,1172,78,66,66.63157895,2.679562539,74,54,65.11111111,4.331908598,78,54,65.89189189,3.659742893,13.39371804,380,360,20,0,22759.05556,463125,1,76134.8287,803070,479845,1,44615,108532.1265,802904,463125,13,47229.64706,106549.2861,0,0,0,0,1,0,0,0,0,0,0,0.947368421,65.89189189,65535,0,462756,15949,86475.375,143149.6323,447005,8756,59003.33333,117709.8631,0,0,0,0,0,0,66.63157895,65.11111111,0,19,18,1266,1172
245.234.7.50,40.170.249.45,58040,995,2023/12/22 18:02,1725296,1374.83655,20.86598474,11.01260305,9.853381681,19,17,1266,1106,78,66,66.63157895,2.679562539,74,54,65.05882353,4.45197363,78,54,65.88888889,3.710179524,13.7654321,380,340,20,0,49294.17143,1328638,1,220340.063,1708542,1386710,1,94919,314206.7786,1708521,1328638,12,106782.5625,317376.4156,0,0,0,0,1,0,0,0,0,0,0,0.894736842,65.88888889,65535,0,1328268,16036,195331.75,428756.6276,1271043,15900,157939.6,371651.531,0,0,0,0,0,0,66.63157895,65.05882353,0,19,17,1266,1106
245.234.7.50,40.170.249.45,58041,995,2023/12/22 18:02,750262,3777.347113,57.31331188,30.65595752,26.65735436,23,20,1530,1304,78,66,66.52173913,2.44717344,74,54,65.2,4.118252056,78,54,65.90697674,3.395030249,11.52623039,460,400,20,0,17863.38095,272481,1,43652.19362,732142,289240,1,33279.18182,61242.14669,733501,272481,13,38605.31579,61521.28505,0,0,0,0,1,0,0,0,0,0,0,0.869565217,65.90697674,65535,0,272114,15710,59338.4,72716.4482,255980,8089,47037.69231,62661.00834,0,0,0,0,0,0,66.52173913,65.2,0,23,20,1530,1304
245.234.7.50,54.134.187.248,58042,110,2023/12/22 18:02,365389,5303.936353,79.36746864,46.52575748,32.84171116,17,12,1134,804,78,66,66.70588235,2.823529412,78,66,67,3.31662479,78,66,66.82758621,3.040745888,9.246135553,340,240,20,0,13049.60714,120181,14,23315.02714,342060,138530,365,21378.75,32348.22592,342655,126150,14,31150.45455,32318.42539,0,0,0,0,1,0,0,0,0,0,0,0.705882353,66.82758621,65535,24624,119816,15518,35096.5,32200.84162,115379,20096,33789,28926.00947,0,0,0,0,0,0,66.70588235,67,0,17,12,1134,804
245.234.7.161,181.66.213.250,57786,80,2023/12/22 18:02,33982,9711.023483,147.1367194,88.28203166,58.85468778,3,2,198,132,66,66,66,0,66,66,66,0,66,66,66,0,0,60,40,20,0,8495.5,32581,23,13910.25676,33982,33612,370,16991,16621,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.666666667,66,65535,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,3,2,198,132
245.234.7.126,161.80.140.79,52782,80,2023/12/22 18:02,27067452,466.4642982,7.056445505,2.770855565,4.28558994,75,116,4962,7664,78,66,66.16,1.376372043,74,66,66.06896552,0.739572779,78,66,66.10471204,1.038287351,1.078040624,1500,2320,20,0,142459.8947,20021084,-32,1501745.706,27037704,20021498,0,365374.3784,2389422.929,27038014,20022041,11,235113.1652,1925616.465,0,0,0,0,1,0,0,0,0,0,0,1.546666667,66.10471204,65535,155,20020670,24844,963558.5455,4160018.575,20020701,5871,863928.7097,3633104.209,0,0,0,0,0,0,66.16,66.06896552,0,75,116,4962,7664
245.234.7.126,47.247.62.54,52780,80,2023/12/22 18:02,72501263,399.8551032,5.944724025,2.620644002,3.324080023,190,241,13072,15918,94,66,68.8,6.030798149,78,66,66.04979253,0.771382575,94,66,67.26218097,4.269726582,18.23056508,3800,4820,20,0,168602.6,36628750,-101,2197353.891,72501263,36628750,0,383604.5661,3301922.893,72484063,36645430,11,302016.9292,2936347.728,0,0,0,0,1,0,0,0,0,0,0,1.268421053,67.26218097,65535,28078,26745115,13953,936165.9211,4332985.298,36628418,13953,1851360.385,7079529.553,0,0,0,0,0,0,68.8,66.04979253,0,190,241,13072,15918
245.234.7.126,47.247.62.54,52781,80,2023/12/22 18:02,72333571,270.5521064,4.023028256,1.811053957,2.211974299,131,160,8998,10572,86,66,68.6870229,5.579520855,78,66,66.075,0.945714016,86,66,67.25085911,4.02427654,16.19480167,2620,3200,20,0,249423.8,36649473,-103,2674658.962,72333571,36649473,0,556412.0846,3973560.505,72316705,36666256,11,454822.044,3605981.947,0,0,0,0,1,0,0,0,0,0,0,1.221374046,67.25085911,65535,27218,26662456,12656,1137361.419,4762477.067,36649093,7587,2179020.515,7658832.051,0,0,0,0,0,0,68.6870229,66.075,0,131,160,8998,10572
245.234.7.126,46.30.21.28,52791,80,2023/12/22 18:02,758648,7595.090213,114.6776898,43.49843406,71.17925573,33,54,2190,3572,78,66,66.36363636,2.057037909,74,66,66.14814815,1.078534798,78,66,66.22988506,1.529038083,2.337957458,660,1080,20,0,8821.488372,446918,1,51188.6068,758648,446918,1,23707.75,81800.08928,752161,453487,11,14191.71698,65973.77152,0,0,0,0,1,0,0,0,0,0,0,1.636363636,66.22988506,65535,5346,146671,5773,53167.8,59634.5284,446535,5903,118792.8333,156337.9843,0,0,0,0,0,0,66.36363636,66.14814815,0,33,54,2190,3572
245.234.7.126,40.170.249.182,52744,80,2023/12/22 18:02,16088,12307.3098,186.4743909,124.3162606,62.15813028,2,1,132,66,66,66,66,0,66,66,66,0,66,66,66,0,0,40,20,20,0,8044,15894,194,7850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,66,33323,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,2,1,132,66
245.234.7.126,181.66.42.189,52792,80,2023/12/22 18:02,73620,8394.458028,122.2493888,67.91632709,54.33306167,5,4,342,276,78,66,68.4,4.8,78,66,69,5.196152423,78,66,68.66666667,4.988876516,24.88888889,100,80,20,0,9202.5,25731,1,11607.6312,50553,26420,1,12638.25,12662.18384,49944,26185,14,16648,11804.11982,0,0,0,0,1,0,0,0,0,0,0,0.8,68.66666667,65535,65014,25728,23675,24701.5,1026.5,25730,23064,24156.66667,1140.224929,0,0,0,0,0,0,68.4,69,0,5,4,342,276
245.234.7.126,47.247.62.54,52786,80,2023/12/22 18:02,71722741,116.6157328,1.756764985,0.948095389,0.808669596,68,58,4524,3840,78,66,66.52941176,2.464277655,78,66,66.20689655,1.562034711,78,66,66.38095238,2.103878289,4.426303855,1360,1160,20,0,573781.928,36079121,0,4007049.873,71722741,36079121,0,1070488.672,5424539.935,71703977,36096810,11,1257964.509,5865167.812,0,0,0,0,1,0,0,0,0,0,0,0.852941176,66.38095238,65535,26894,26716831,16948,1359592.231,5182916.772,36079120,16370,2463052.379,8034859.885,0,0,0,0,0,0,66.52941176,66.20689655,0,68,58,4524,3840
245.234.7.126,47.247.62.54,52787,80,2023/12/22 18:02,71721975,94.1970714,1.422158272,0.808678233,0.613480039,58,44,3840,2916,78,66,66.20689655,1.562034711,78,66,66.27272727,1.788392325,78,66,66.23529412,1.663780662,2.76816609,1160,880,20,0,710118.5644,36648804,0,4522510.975,71721975,36648804,0,1258280.263,5962527.669,71703936,36666226,11,1667533.395,6819429.063,0,0,0,0,1,0,0,0,0,0,0,0.75862069,66.23529412,65535,23385,27235672,16561,1453542.208,5487953.378,36648373,16180,2861352.68,8745165.591,0,0,0,0,0,0,66.20689655,66.27272727,0,58,44,3840,2916
245.234.7.126,47.247.62.54,52788,80,2023/12/22 18:02,71721592,95.11779939,1.436108669,0.850510959,0.58559771,61,42,4038,2784,78,66,66.19672131,1.523796726,78,66,66.28571429,1.829464068,78,66,66.23300971,1.655845096,2.74182298,1220,840,20,0,703152.2745,36629555,-21,4498376.181,71721592,36629555,0,1195359.867,5814791.67,71703924,36646793,12,1748876.195,6969816.334,0,0,0,0,1,0,0,0,0,0,0,0.68852459,66.23300971,65535,24398,27236503,16303,1453606.542,5484730.201,36629254,16579,2860644.48,8740258.975,0,0,0,0,0,0,66.19672131,66.28571429,0,61,42,4038,2784
245.234.7.126,47.247.62.54,52789,80,2023/12/22 18:02,71719893,363.9994276,5.4238787,2.119356201,3.304522498,152,237,10452,15654,86,66,68.76315789,5.642574116,78,66,66.05063291,0.777837544,86,66,67.11053985,3.81589383,14.56104572,3040,4740,20,0,184843.817,36649103,-89,2328429.435,71719893,36649103,0,474966.1788,3713915.841,71702871,36665874,11,303825.7246,2981259.463,0,0,0,0,1,0,0,0,0,0,0,1.559210526,67.11053985,65535,23798,27238059,9130,1291176.741,5194927.444,36648711,9868,2553959.821,8311263.633,0,0,0,0,0,0,68.76315789,66.05063291,0,152,237,10452,15654
