src_ip,dst_ip,src_port,dst_port,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
245.234.7.168,173.42.75.40,24245,47936,2023/12/22 18:19,6026746,20.90680443,0.497781058,0.497781058,0,3,0,126,0,42,42,42,0,0,0,0,0,42,42,42,0,0,24,0,8,0,3013373,4007386,2019360,994013,6026746,4007386,2019360,3013373,994013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2019360,1988026,2003693,15667,0,0,0,0,0,0,42,0,0,3,0,126,0
245.234.7.175,38.92.31.117,63955,80,2023/12/22 18:19,16504951,119.4793005,2.181163701,0.848230328,1.332933373,14,22,780,1192,78,54,55.71428571,6.180945044,58,54,54.18181818,0.833195581,78,54,54.77777778,3.979887709,15.83950617,280,440,20,0,471570.0286,15438081,0,2567400.967,16341599,15601939,0,1257046.077,4141524.72,16342515,15438081,20,778215,3278773.094,0,0,0,0,1,0,0,0,0,0,0,1.571428571,54.77777778,65535,6432,15437671,81167,2681779.833,5704721.227,15274993,81469,2031753.875,5005589.742,0,0,0,0,0,0,55.71428571,54.18181818,0,14,22,780,1192
245.234.7.180,40.170.249.98,53115,443,2023/12/22 18:19,130523786,13.86720425,0.206858848,0.099598705,0.107260143,13,14,866,944,74,66,66.61538462,2.13175484,78,66,67.42857143,3.579989739,78,66,67.03703704,2.999771368,8.998628258,260,280,20,0,5020145.615,28666344,1,10421525.32,102166894,28666602,1,8513907.833,12272354,130506903,28706449,14,10038992.54,12925502.59,0,0,0,0,1,0,0,0,0,0,0,1.076923077,67.03703704,5840,30,28666086,16121,11340079.44,12975844.36,28626239,15526,13041760.7,13325974.9,0,0,0,0,0,0,66.61538462,67.42857143,0,13,14,866,944
245.234.7.145,108.235.196.210,3301,23092,2023/12/22 18:19,276293,1621.467066,28.95476903,18.09673064,10.85803839,5,3,278,170,62,54,55.6,3.2,62,54,56.66666667,3.771236166,62,54,56,3.464101615,12,100,60,20,0,39470.42857,153395,3,54732.80895,236611,153778,3,59152.75,64131.25303,194012,153944,40068,97006,56938,0,0,0,0,1,0,0,0,0,0,0,0.6,56,65535,17280,153392,81911,117651.5,35740.5,153025,39679,91661.66667,46746.31258,0,0,0,0,0,0,55.6,56.66666667,0,5,3,278,170
245.234.7.175,220.58.41.212,63959,443,2023/12/22 18:19,3462404,304.4127722,5.487516766,3.176983391,2.310533375,11,8,618,436,78,54,56.18181818,6.899514895,58,54,54.5,1.322875656,78,54,55.47368421,5.383878675,28.98614958,220,160,20,0,192355.7778,1496596,0,360546.4842,3280113,1496596,0,328011.3,435598.3784,3277723,1681159,20,468246.1429,582818.0522,0,0,0,0,1,0,0,0,0,0,0,0.727272727,55.47368421,65535,8760,1496595,171141,555250.8,518610.3842,1496327,53033,422649.2857,486153.7112,0,0,0,0,0,0,56.18181818,54.5,0,11,8,618,436
245.234.7.175,220.58.41.212,63960,443,2023/12/22 18:19,3803495,277.1135495,4.995405541,2.892076892,2.103328649,11,8,618,436,78,54,56.18181818,6.899514895,58,54,54.5,1.322875656,78,54,55.47368421,5.383878675,28.98614958,220,160,20,0,211305.2778,1993421,1,466606.9368,3620081,1993421,1,362008.1,581353.8497,3618440,2179628,20,516920,745717.9435,0,0,0,0,1,0,0,0,0,0,0,0.727272727,55.47368421,65535,9360,1993420,183713,777509.5,738792.8102,1993173,54665,548908.6667,684502.115,0,0,0,0,0,0,56.18181818,54.5,0,11,8,618,436
245.234.7.175,220.58.41.212,63961,443,2023/12/22 18:19,3829277,275.2477818,4.961772157,2.872604933,2.089167224,11,8,618,436,78,54,56.18181818,6.899514895,58,54,54.5,1.322875656,78,54,55.47368421,5.383878675,28.98614958,220,160,20,0,212737.6111,2000537,1,468587.5877,3645049,2000537,1,364504.9,583549.373,3644535,2201143,20,520647.8571,752950.7979,0,0,0,0,1,0,0,0,0,0,0,0.727272727,55.47368421,65535,0,2000536,182389,780809.75,741967.5425,2000270,52339,551244.5,687597.5507,0,0,0,0,0,0,56.18181818,54.5,0,11,8,618,436
245.234.7.175,220.58.41.212,63962,443,2023/12/22 18:19,3832856,274.9907641,4.957139011,2.869922585,2.087216426,11,8,618,436,78,54,56.18181818,6.899514895,58,54,54.5,1.322875656,78,54,55.47368421,5.383878675,28.98614958,220,160,20,0,212936.4444,2006186,1,470168.5491,3650460,2006186,1,365046,585652.2758,3648824,2203990,19,521260.5714,754422.6655,0,0,0,0,1,0,0,0,0,0,0,0.727272727,55.47368421,65535,0,2006185,182821,783407,744299.7073,2005787,52394,552670.6667,689971.4483,0,0,0,0,0,0,56.18181818,54.5,0,11,8,618,436
245.234.7.175,220.58.41.212,63963,443,2023/12/22 18:19,3773091,279.3465623,5.035659092,2.91538158,2.120277513,11,8,618,436,78,54,56.18181818,6.899514895,58,54,54.5,1.322875656,78,54,55.47368421,5.383878675,28.98614958,220,160,20,0,209616.1667,1949201,1,458279.9947,3589620,1949201,1,358962,570089.3972,3589468,2136341,20,512781.1429,732983.9417,0,0,0,0,1,0,0,0,0,0,0,0.727272727,55.47368421,65535,9386,1949195,183351,769974.25,720848.655,1948738,52430,543894.6667,670012.7728,0,0,0,0,0,0,56.18181818,54.5,0,11,8,618,436
245.234.7.175,220.58.41.210,63964,443,2023/12/22 18:19,14976708,81.19274276,1.468947649,0.801244172,0.667703477,12,10,672,544,78,54,56,6.633249581,58,54,54.4,1.2,78,54,55.27272727,5.028842431,25.2892562,240,200,20,0,713176.5714,7063447,1,1972856.698,14793231,7063447,1,1344839.182,2567154.1,14789983,7247203,22,1643331.444,2804611.338,0,0,0,0,1,0,0,0,0,0,0,0.833333333,55.27272727,65535,0,7063446,182249,2085595.286,2973583.835,7063169,181962,1847830.5,2851666.378,0,0,0,0,0,0,56,54.4,0,12,10,672,544
245.234.7.175,220.58.41.238,63958,443,2023/12/22 18:19,21716493,46.04795074,0.828863113,0.506527458,0.322335655,11,7,618,382,78,54,56.18181818,6.899514895,58,54,54.57142857,1.399708424,78,54,55.55555556,5.519885488,30.4691358,220,140,20,0,1277440.765,12802216,0,3142009.935,21529921,12802597,0,2152992.1,3862536.835,21532275,12802711,1122,3588712.5,4495508.759,0,0,0,0,1,0,0,0,0,0,0,0.636363636,55.55555556,65535,0,12801835,183811,3500958.833,4507229.157,12801721,41802,2649040.625,4172927.21,0,0,0,0,0,0,56.18181818,54.57142857,0,11,7,618,382
245.234.7.168,108.210.205.249,24245,6416,2023/12/22 18:19,32625,5149.425287,122.605364,61.30268199,61.30268199,2,2,84,84,42,42,42,0,42,42,42,0,42,42,42,0,0,16,16,8,0,10875,32625,0,15379.57249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,2,2,84,84
245.234.7.145,185.39.68.147,3308,443,2023/12/22 18:19,874472,1129.824626,20.58384945,10.29192473,10.29192473,9,9,494,494,62,54,54.88888889,2.514157444,62,54,54.88888889,2.514157444,62,54,54.88888889,2.514157444,6.320987654,180,180,20,0,51439.52941,188540,18,54698.87869,874472,291042,337,109309,76432.26673,584608,172229,18,73076,65234.96279,0,0,0,0,1,0,0,0,0,0,0,1,54.88888889,65535,65535,101124,95437,99197,2074.422715,186542,29905,97789.28571,43493.84163,0,0,0,0,0,0,54.88888889,54.88888889,0,9,9,494,494
245.234.7.145,185.39.68.147,3309,80,2023/12/22 18:19,205085,2184.460102,39.00821611,24.38013507,14.62808104,5,3,278,170,62,54,55.6,3.2,62,54,56.66666667,3.771236166,62,54,56,3.464101615,12,100,60,20,0,29297.85714,101403,1,45395.87473,205085,103218,1,51271.25,51272.48152,102596,101202,1394,51298,49904,0,0,0,0,1,0,0,0,0,0,0,0.6,56,65535,64160,0,0,0,0,101403,100737,101070,333,0,0,0,0,0,0,55.6,56.66666667,0,5,3,278,170
245.234.7.175,167.31.121.35,63856,80,2023/12/22 18:19,8798,30006.81973,454.6487838,227.3243919,227.3243919,2,2,132,132,66,66,66,0,66,66,66,0,66,66,66,0,0,40,40,20,0,2932.666667,7478,335,3224.971972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66,65535,17029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,2,2,132,132
245.234.7.175,167.31.121.35,63859,80,2023/12/22 18:19,7783,33920.08223,513.9406399,256.9703199,256.9703199,2,2,132,132,66,66,66,0,66,66,66,0,66,66,66,0,0,40,40,20,0,2594.333333,7498,40,3468.425804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66,65535,17036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,2,2,132,132
245.234.7.175,167.31.121.35,63853,80,2023/12/22 18:19,8798,30006.81973,454.6487838,227.3243919,227.3243919,2,2,132,132,66,66,66,0,66,66,66,0,66,66,66,0,0,40,40,20,0,2932.666667,7519,317,3253.700082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66,65535,17033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,2,2,132,132
245.234.7.253,168.56.54.140,54045,58578,2023/12/22 18:19,34791,2414.417522,57.48613147,28.74306574,28.74306574,1,1,42,42,42,42,42,0,42,42,42,0,42,42,42,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,1,1,42,42
245.234.7.175,38.92.31.117,63967,80,2023/12/22 18:19,6066901,227.1340838,4.120719952,1.813116779,2.307603173,11,14,618,760,78,54,56.18181818,6.899514895,58,54,54.28571429,1.030157507,78,54,55.12,4.735567548,22.4256,220,280,20,0,252787.5417,4411073,2,874893.7003,6066901,4411073,2,606690.1,1282248.184,5904257,4697846,20,454173.6154,1233416.497,0,0,0,0,1,0,0,0,0,0,0,1.272727273,55.12,65535,6432,4241962,1097,697659.7143,1448141.466,4293411,6555,542659.1,1254057.474,0,0,0,0,0,0,56.18181818,54.28571429,0,11,14,618,760
245.234.7.175,38.92.31.117,63968,80,2023/12/22 18:19,6471078,1331.153789,24.57086748,8.653890434,15.91697705,56,103,3048,5566,78,54,54.42857143,3.17837078,58,54,54.03883495,0.392213784,78,54,54.17610063,1.921525178,3.692259009,1120,2060,20,0,40956.02532,3002998,-16,245812.9763,6471078,3002998,1,117655.9636,408890.8608,6307369,3180594,12,61836.95098,321663.1517,0,0,0,0,1,0,0,0,0,0,0,1.839285714,54.17610063,65535,7532,3002499,8762,177720.3,536361.9661,3002554,8496,150299.9474,480285.8585,0,0,0,0,0,0,54.42857143,54.03883495,0,56,103,3048,5566
245.234.7.175,38.92.31.117,63969,80,2023/12/22 18:19,6532730,268.8003331,4.898411537,2.296130408,2.602281129,15,17,834,922,78,54,55.6,5.986651819,58,54,54.23529412,0.941176471,78,54,54.875,4.211220132,17.734375,300,340,20,0,210733.2258,3207351,3,600553.3975,6532730,3207351,3,466623.5714,831510.247,6369299,3371983,19,398081.1875,850660.1641,0,0,0,0,1,0,0,0,0,0,0,1.133333333,54.875,65535,8576,3206692,153172,767206.8571,1078766.187,3206359,5396,445830.0769,866132.046,0,0,0,0,0,0,55.6,54.23529412,0,15,17,834,922
245.234.7.175,38.92.31.117,63970,80,2023/12/22 18:19,5386660,145.5447346,2.599013118,1.299506559,1.299506559,7,7,402,382,78,54,57.42857143,8.398250547,58,54,54.57142857,1.399708424,78,54,56,6.187545094,38.28571429,140,140,20,0,414358.4615,4679640,20,1233401.347,5383015,4679640,372,897169.1667,1692854.345,5221051,4845084,20,870175.1667,1778907.523,0,0,0,0,1,0,0,0,0,0,0,1,56,65535,6432,165237,161931,163103.6667,1510.975255,4679103,161817,1292237.75,1955408.094,0,0,0,0,0,0,57.42857143,54.57142857,0,7,7,402,382
245.234.7.175,38.92.31.117,63971,80,2023/12/22 18:19,5383767,185.7435509,3.343383917,1.671691958,1.671691958,9,9,510,490,78,54,56.66666667,7.542472333,58,54,54.44444444,1.257078722,78,54,55.55555556,5.519885488,30.4691358,180,180,20,0,316692.1765,4647869,36,1084326.09,5351816,4647869,746,668977,1504863.955,5221526,4785817,36,652690.75,1563384.997,0,0,0,0,1,0,0,0,0,0,0,1,55.55555556,65535,6432,4647569,62462,1025961.4,1811190.297,4647354,31651,737394,1597042.498,0,0,0,0,0,0,56.66666667,54.44444444,0,9,9,510,490
245.234.7.175,190.216.210.111,63972,443,2023/12/22 18:19,4012460,318.5078481,4.735249697,2.741460351,1.993789346,11,8,738,540,78,66,67.09090909,3.449757447,78,66,67.5,3.968626967,78,66,67.26315789,3.68270646,13.56232687,220,160,20,0,222914.4444,2727477,0,614119.3864,3827863,2727477,0,382786.3,787621.754,3835850,2909575,21,547978.5714,969820.3661,0,0,0,0,1,0,0,0,0,0,0,0.727272727,67.26315789,65535,6196,2727477,172621,618465.6667,943883.5662,2726931,67372,486923.875,847558.8811,0,0,0,0,0,0,67.09090909,67.5,0,11,8,738,540
245.234.7.168,168.247.186.3,24245,54059,2023/12/22 18:19,6044216,20.84637611,0.496342288,0.496342288,0,3,0,126,0,42,42,42,0,0,0,0,0,42,42,42,0,0,24,0,8,0,3022108,4008587,2035629,986479,6044216,4008587,2035629,3022108,986479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,2035629,1972958,2004293.5,31335.5,0,0,0,0,0,0,42,0,0,3,0,126,0
245.234.7.175,190.216.217.216,63974,80,2023/12/22 18:19,4684022,780.0988125,11.74204562,4.483326509,7.258719109,21,34,1398,2256,78,66,66.57142857,2.55550626,78,66,66.35294118,2.027492699,78,66,66.43636364,2.246319303,5.045950413,420,680,20,0,86738.55556,2702949,-35,376999.8269,4684022,2702949,2,234201.1,594265.3903,4564957,2889740,18,138332.0303,507435.4053,0,0,0,0,1,0,0,0,0,0,0,1.619047619,66.43636364,65535,5250,774735,117049,248521,237985.1332,2638768,64179,524259.375,827555.7913,0,0,0,0,0,0,66.57142857,66.35294118,0,21,34,1398,2256
245.234.7.175,46.30.21.7,63976,80,2023/12/22 18:19,3156366,1631.623202,24.39514302,10.13824126,14.25690177,32,45,2172,2978,78,66,67.875,4.357106264,74,66,66.17777778,1.17924437,78,66,66.88311688,3.066255494,9.401922753,640,900,20,0,41530.81579,1744455,-24,209848.6173,3156366,1744455,1,101818.2581,319407.5075,3149679,1850457,12,71583.61364,289206.4118,0,0,0,0,1,0,0,0,0,0,0,1.40625,66.88311688,65535,4824,1744454,5793,265593.2,517929.5825,1654521,5768,225662.6923,436208.4099,0,0,0,0,0,0,67.875,66.17777778,0,32,45,2172,2978
245.234.7.175,46.30.21.29,63910,80,2023/12/22 18:19,233760,1129.36345,17.11156742,8.55578371,8.55578371,2,2,132,132,66,66,66,0,66,66,66,0,66,66,66,0,0,40,40,20,0,77920,227013,324,105454.0704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66,65535,3815,0,0,0,0,220590,6423,113506.5,107083.5,0,0,0,0,0,0,66,66,0,2,2,132,132
245.234.7.175,46.30.21.7,63977,80,2023/12/22 18:19,13418379,385.1433918,5.812922708,2.608362754,3.204559955,35,43,2322,2846,78,66,66.34285714,1.999183507,74,66,66.18604651,1.2057192,78,66,66.25641026,1.612736943,2.600920447,700,860,20,0,174264.6623,5217504,1,731140.0669,13418379,5217504,1,394658.2059,1060114.499,13411489,5315861,12,319321.1667,981938.7606,0,0,0,0,1,0,0,0,0,0,0,1.228571429,66.25641026,65535,7504,5217062,5494,799383.4375,1439504.909,5126425,5505,620712.1429,1279608.633,0,0,0,0,0,0,66.34285714,66.18604651,0,35,43,2322,2846
245.234.7.175,167.31.121.92,63851,80,2023/12/22 18:19,227462,1160.633424,17.58535492,8.792677458,8.792677458,2,2,132,132,66,66,66,0,66,66,66,0,66,66,66,0,0,40,40,20,0,75820.66667,218169,896,100702.0432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66,65535,65071,0,0,0,0,209772,8397,109084.5,100687.5,0,0,0,0,0,0,66,66,0,2,2,132,132
245.234.7.175,167.31.121.92,63854,80,2023/12/22 18:19,223614,1180.605865,17.88796766,8.943983829,8.943983829,2,2,132,132,66,66,66,0,66,66,66,0,66,66,66,0,0,40,40,20,0,74538,214849,883,99255.99576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66,65535,65077,0,0,0,0,206967,7882,107424.5,99542.5,0,0,0,0,0,0,66,66,0,2,2,132,132
245.234.7.175,167.31.121.92,63860,80,2023/12/22 18:19,213116,1238.761989,18.76912104,9.384560521,9.384560521,2,2,132,132,66,66,66,0,66,66,66,0,66,66,66,0,0,40,40,20,0,71038.66667,204790,871,94614.66285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66,65535,65054,0,0,0,0,197335,7455,102395,94940,0,0,0,0,0,0,66,66,0,2,2,132,132
245.234.7.175,164.120.171.140,63979,80,2023/12/22 18:19,2496529,357.2960699,6.408898114,3.204449057,3.204449057,8,8,456,436,78,54,57,7.937253933,58,54,54.5,1.322875656,78,54,55.75,5.825590099,33.9375,160,160,20,0,166435.2667,2011103,1,497033.8291,2496529,2011103,1,356647,682556.4686,2448921,2065535,13,349845.8571,705208.9065,0,0,0,0,1,0,0,0,0,0,0,1,55.75,65535,6432,1957063,46801,526342.5,826032.775,2011102,46634,472334.6,771662.157,0,0,0,0,0,0,57,54.5,0,8,8,456,436
245.234.7.175,41.133.31.140,63981,80,2023/12/22 18:19,299200,1610.962567,23.39572193,13.36898396,10.02673797,4,3,276,206,78,66,69,5.196152423,74,66,68.66666667,3.771236166,78,66,68.85714286,4.64230766,21.55102041,80,60,20,0,49866.66667,149653,1,70077.27748,299200,150123,1,99733.33333,70522.70455,149325,148756,569,74662.5,74093.5,0,0,0,0,1,0,0,0,0,0,0,0.75,68.85714286,65535,54,0,0,0,0,149653,148284,148968.5,684.5,0,0,0,0,0,0,69,68.66666667,0,4,3,276,206
245.234.7.175,62.247.211.143,63982,80,2023/12/22 18:19,2188096,431.4253122,6.398256749,3.199128375,3.199128375,7,7,474,470,78,66,67.71428571,4.199125273,74,66,67.14285714,2.799416849,78,66,67.42857143,3.579989739,12.81632653,140,140,20,0,168315.0769,1241922,29,329331.0346,2188096,1241922,350,364682.6667,425834.1326,2053130,1374059,29,342188.3333,480691.1757,0,0,0,0,1,0,0,0,0,0,0,1,67.42857143,65535,54,1110247,134355,378676,422372.8229,1241460,134705,383832.2,432122.7831,0,0,0,0,0,0,67.71428571,67.14285714,0,7,7,474,470
245.234.7.175,40.170.249.154,63942,80,2023/12/22 18:19,239710,1101.330775,16.68682992,8.34341496,8.34341496,2,2,132,132,66,66,66,0,66,66,66,0,66,66,66,0,0,40,40,20,0,79903.33333,216218,251,96844.8976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66,65535,16,0,0,0,0,192977,23241,108109,84868,0,0,0,0,0,0,66,66,0,2,2,132,132
245.234.7.175,190.111.179.67,63984,80,2023/12/22 18:19,332950,2240.576663,33.03799369,18.02072383,15.01726986,6,5,408,338,78,66,68,4.472135955,74,66,67.6,3.2,78,66,67.81818182,3.950101997,15.60330579,120,100,20,0,33295,111439,1,49190.23977,221511,113029,1,44302.2,53860.16972,225802,112747,14,56450.5,53579.14615,0,0,0,0,1,0,0,0,0,0,0,0.833333333,67.81818182,65535,928,106798,105826,106312,486,110741,106174,108021,1964.004243,0,0,0,0,0,0,68,67.6,0,6,5,408,338
245.234.7.175,40.170.249.154,63941,80,2023/12/22 18:19,240763,1096.513999,16.61384847,8.306924237,8.306924237,2,2,132,132,66,66,66,0,66,66,66,0,66,66,66,0,0,40,40,20,0,80254.33333,216887,309,97079.34158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66,65535,20,0,0,0,0,193320,23567,108443.5,84876.5,0,0,0,0,0,0,66,66,0,2,2,132,132
245.234.7.175,46.30.21.7,63978,80,2023/12/22 18:19,15155727,458.5725251,6.92807412,2.573284673,4.354789447,39,66,2586,4364,78,66,66.30769231,1.89674277,74,66,66.12121212,0.977243363,78,66,66.19047619,1.394514683,1.944671202,780,1320,20,0,145728.1442,9180594,0,931000.2447,15155727,9180594,0,398834.9211,1509566.799,15149257,9216619,12,233065.4923,1182146.875,0,0,0,0,1,0,0,0,0,0,0,1.692307692,66.19047619,65535,6432,9180591,5371,1062835.692,2420133.459,9151715,5371,757487.2632,2058973.244,0,0,0,0,0,0,66.30769231,66.12121212,0,39,66,2586,4364
245.234.7.175,46.30.21.7,63986,80,2023/12/22 18:19,13805297,202.2412122,3.042310499,1.376283321,1.666027178,19,23,1266,1526,78,66,66.63157895,2.679562539,74,66,66.34782609,1.63144896,78,66,66.47619048,2.173849945,4.725623583,380,460,20,0,336714.561,8752672,1,1393403.346,13805297,8752672,1,766960.9444,2030872.525,13791457,8761301,11,626884.4091,1884742.596,0,0,0,0,1,0,0,0,0,0,0,1.210526316,66.47619048,65535,5360,8752671,10077,1515908.5,2811270.151,8751976,12176,1276726.6,2592935.881,0,0,0,0,0,0,66.63157895,66.34782609,0,19,23,1266,1526
245.234.7.175,38.92.31.117,63987,80,2023/12/22 18:19,7766144,365.1747894,6.695729567,2.575280603,4.120448964,20,32,1104,1732,78,54,55.2,5.230678732,58,54,54.125,0.695970545,78,54,54.53846154,3.330866938,11.09467456,400,640,20,0,152277.3333,4905218,3,707133.0501,7603958,4905751,3,400208.3158,1115138.085,7598252,4972776,13,245104.9032,915496.9937,0,0,0,0,1,0,0,0,0,0,0,1.6,54.53846154,65535,6432,4904685,15983,490402.75,1332174.327,4837660,5570,414140.6111,1127840.316,0,0,0,0,0,0,55.2,54.125,0,20,32,1104,1732
245.234.7.175,167.31.121.92,63861,80,2023/12/22 18:19,41078,6426.797799,97.37572423,48.68786212,48.68786212,2,2,132,132,66,66,66,0,66,66,66,0,66,66,66,0,0,40,40,20,0,13692.66667,23104,252,9754.661154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66,65535,64114,0,0,0,0,17722,5382,11552,6170,0,0,0,0,0,0,66,66,0,2,2,132,132
245.234.7.175,46.30.21.18,63997,80,2023/12/22 18:19,1149308,1453.048269,21.7522196,9.570976622,12.18124297,11,14,738,932,78,66,67.09090909,3.449757447,74,66,66.57142857,2.060315015,78,66,66.8,2.771281292,7.68,220,280,20,0,47887.83333,757281,2,151532.3263,1149308,757281,2,114930.8,226476.038,1139784,821845,13,87675.69231,216709.0727,0,0,0,0,1,0,0,0,0,0,0,1.272727273,66.8,65535,4824,148415,8166,53074.5,57243.94615,698846,7934,121197.375,220212.065,0,0,0,0,0,0,67.09090909,66.57142857,0,11,14,738,932
245.234.7.175,167.31.121.92,63863,80,2023/12/22 18:19,33328,7921.267403,120.0192031,60.00960154,60.00960154,2,2,132,132,66,66,66,0,66,66,66,0,66,66,66,0,0,40,40,20,0,11109.33333,33062,25,15523.12993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66,65535,64584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,2,2,132,132
245.234.7.175,167.31.121.92,63864,80,2023/12/22 18:19,29578,8925.552776,135.2356481,67.61782406,67.61782406,2,2,132,132,66,66,66,0,66,66,66,0,66,66,66,0,0,40,40,20,0,9859.333333,18319,372,7362.779201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66,65535,65077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,2,2,132,132
245.234.7.175,40.170.254.187,63915,80,2023/12/22 18:19,238970,1104.741181,16.73850274,8.36925137,8.36925137,2,2,132,132,66,66,66,0,66,66,66,0,66,66,66,0,0,40,40,20,0,79656.66667,226087,288,103663.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,66,65535,180,0,0,0,0,213492,12595,113043.5,100448.5,0,0,0,0,0,0,66,66,0,2,2,132,132
245.234.7.175,46.30.21.7,63988,80,2023/12/22 18:19,13205842,166.4414885,2.49889405,1.06013687,1.43875718,14,19,936,1262,78,66,66.85714286,3.090472522,74,66,66.42105263,1.786375026,78,66,66.60606061,2.436333484,5.935720845,280,380,20,0,412682.5625,9571106,4,1703792.697,13205842,9571106,4,1015834,2557924.93,13187070,9632710,13,732615,2237891.751,0,0,0,0,1,0,0,0,0,0,0,1.357142857,66.60606061,65535,3752,9570617,11576,1989071.333,3491302.492,9517347,11979,1627252.25,3082221.05,0,0,0,0,0,0,66.85714286,66.42105263,0,14,19,936,1262
245.234.7.175,174.15.92.96,63992,80,2023/12/22 18:19,12553955,169.8269589,2.548997507,1.115186409,1.433811098,14,18,936,1196,78,66,66.85714286,3.090472522,74,66,66.44444444,1.832491389,78,66,66.625,2.471714992,6.109375,280,360,20,0,404966.2903,10875487,13,1917843.339,12553955,10875487,234,965688.8462,2879986.035,12531934,11067332,13,737172.5882,2590098.469,0,0,0,0,1,0,0,0,0,0,0,1.285714286,66.625,65535,5896,10857737,19085,1383198.875,3581045.982,10701392,18851,1066327.091,3050850.269,0,0,0,0,0,0,66.85714286,66.44444444,0,14,18,936,1196
245.234.7.175,174.15.92.96,63993,80,2023/12/22 18:19,12570540,169.6028969,2.545634476,1.113715083,1.431919392,14,18,936,1196,78,66,66.85714286,3.090472522,74,66,66.44444444,1.832491389,78,66,66.625,2.471714992,6.109375,280,360,20,0,405501.2903,10878736,11,1918453.463,12570540,10878736,236,966964.6154,2880945.028,12548317,11070353,11,738136.2941,2590760.821,0,0,0,0,1,0,0,0,0,0,0,1.285714286,66.625,65535,5360,10860372,18866,1579218.714,3789035.42,10705483,18864,1064686.455,3052907.067,0,0,0,0,0,0,66.85714286,66.44444444,0,14,18,936,1196
